# CREATED_DATE: 2023-02-01T18:00:43.822Z
# MODIFIED_DATE: 2024-02-14T10:03:44.841Z
# STATUS: Following
# OBS_GROUP: Unknown
# NON_DETECT_BAND: ACAM1 - orange
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: None
# CONTEXT_CLASS: SN
# BEST_SPECTRUM: None
# HOST: Host: NGC2708:[PWL2002]STR; (08:56:12.50, -03:17:58.99)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2023bee
# RA: 134.0484380100887
# DEC: -3.3255440014668474
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2023-02-01T17:59:54.816Z
# REDSHIFT: 0.006698
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2023-01-31T09:10:17Z
# NON_DETECT_LIMIT: 17.71
# MW_EBV: 0.014
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_target.jpeg
# POSTAGE_STAMP_REF: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_ref.jpeg
# POSTAGE_STAMP_DIFF: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_diff.jpeg
# POSTAGE_STAMP_FILE_FITS: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_target.fits
# POSTAGE_STAMP_REF_FITS: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_ref.fits
# POSTAGE_STAMP_DIFF_FITS: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_diff.fits
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: None
# ALT_STATUS: GOOD
# SLUG: 2023bee
# REAL_BOGUS_SCORE: 0.0943543
# HAS_HST: True
# HAS_SPITZER: None
# HAS_CHANDRA: False
# TAGS: [10, 16, 21, 22, 29, 30, 32, 47, 68, 90, 100]

VARLIST:  MJD        FLT  FLUXCAL   FLUXCALERR    MAG     MAGERR     MAGSYS   TELESCOPE    INSTRUMENT   DQ
OBS:      60301.634  w  907.904  107.531  20.105  0.129  None  Pan-STARRS1  GPC1  None
OBS:      60329.451  w  562.238  30.442  20.625  0.059  None  Pan-STARRS1  GPC1  None
OBS:      60329.466  w  578.096  34.603  20.595  0.065  None  Pan-STARRS1  GPC1  None
OBS:      60329.478  w  532.648  49.885  20.684  0.102  None  Pan-STARRS1  GPC1  None
OBS:      60329.491  w  584.467  45.824  20.583  0.085  None  Pan-STARRS1  GPC1  None
OBS:      60100.261  y  37469.554  2712.798  17.373  0.072  None  Pan-STARRS2  GPC2  None
OBS:      60100.262  z  17142.423  1000.930  18.222  0.058  None  Pan-STARRS2  GPC2  None
OBS:      60100.264  g  51453.612  571.832  16.588  0.011  None  Pan-STARRS2  GPC2  None
OBS:      60100.264  r  38676.901  621.899  16.898  0.016  None  Pan-STARRS2  GPC2  None
OBS:      60100.265  i  24851.735  663.175  17.378  0.027  None  Pan-STARRS2  GPC2  None
OBS:      60287.586  w  1083.927  69.202  19.913  0.069  None  Pan-STARRS2  GPC2  None
OBS:      60287.598  w  1144.986  71.542  19.853  0.068  None  Pan-STARRS2  GPC2  None
OBS:      60287.609  w  1156.219  65.251  19.842  0.061  None  Pan-STARRS2  GPC2  None
OBS:      60287.621  w  1137.104  65.636  19.860  0.063  None  Pan-STARRS2  GPC2  None
OBS:      60353.396  w  539.809  91.295  20.669  0.184  None  Pan-STARRS2  GPC2  None
OBS:      60353.409  w  518.943  115.033  20.712  0.241  None  Pan-STARRS2  GPC2  None
OBS:      60353.421  w  490.140  93.320  20.774  0.207  None  Pan-STARRS2  GPC2  None
OBS:      60353.434  w  473.805  78.687  20.811  0.180  None  Pan-STARRS2  GPC2  None
OBS:      59988.213  r  441176.326  2559.863  13.388  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59988.214  i  270765.068  1743.348  13.918  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59988.215  g  528771.214  3041.008  13.192  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59988.215  u  441824.190  4632.450  13.387  0.011  None  Swope  Direct/4Kx4K  None
OBS:      59988.217  V  495699.901  3197.156  13.262  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59988.218  B  503807.568  4060.478  13.244  0.009  None  Swope  Direct/4Kx4K  None
OBS:      59988.265  r  434441.372  2573.695  13.405  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59988.268  i  267495.451  1870.048  13.932  0.008  None  Swope  Direct/4Kx4K  None
OBS:      59988.270  g  527005.648  3043.204  13.195  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59988.270  u  440884.617  4905.368  13.390  0.012  None  Swope  Direct/4Kx4K  None
OBS:      59988.273  V  488092.929  3377.456  13.278  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59988.274  B  488347.003  3669.992  13.278  0.008  None  Swope  Direct/4Kx4K  None
OBS:      59989.184  r  475138.884  2548.115  13.307  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59989.185  i  267060.312  1685.985  13.933  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59989.186  g  560787.233  3346.259  13.128  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59989.187  u  463814.086  4558.634  13.334  0.011  None  Swope  Direct/4Kx4K  None
OBS:      59989.188  V  534137.559  3511.996  13.181  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59989.189  B  537947.286  4126.778  13.173  0.008  None  Swope  Direct/4Kx4K  None
OBS:      59990.144  r  478132.411  2536.300  13.301  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59990.145  i  271755.097  1679.438  13.914  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59990.145  g  565633.770  3310.258  13.119  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59990.146  u  462223.713  4214.445  13.338  0.010  None  Swope  Direct/4Kx4K  None
OBS:      59990.148  V  533826.199  3299.739  13.182  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59990.148  B  543120.795  4021.175  13.163  0.008  None  Swope  Direct/4Kx4K  None
OBS:      59991.226  r  513243.301  2680.711  13.224  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59991.227  i  267275.017  1748.980  13.932  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59991.228  g  594975.518  3390.564  13.063  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59991.228  u  455750.870  4094.476  13.353  0.010  None  Swope  Direct/4Kx4K  None
OBS:      59991.230  V  555367.279  3150.993  13.139  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59991.230  B  553857.154  4067.088  13.142  0.008  None  Swope  Direct/4Kx4K  None
OBS:      59992.132  r  527510.821  2661.072  13.195  0.005  None  Swope  Direct/4Kx4K  None
OBS:      59992.133  i  271903.243  1427.689  13.914  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59992.134  g  614947.125  3576.411  13.028  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59992.135  u  449390.834  3860.022  13.369  0.009  None  Swope  Direct/4Kx4K  None
OBS:      59992.136  V  574381.743  3197.157  13.101  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59992.137  B  565602.055  3714.740  13.119  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59993.269  r  515851.368  2695.543  13.219  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59993.271  i  258482.572  1552.987  13.969  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59993.272  g  595171.544  3411.831  13.063  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59993.272  u  418309.164  3615.094  13.446  0.009  None  Swope  Direct/4Kx4K  None
OBS:      59993.275  V  572850.839  3142.495  13.105  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59993.275  B  534174.157  3858.900  13.181  0.008  None  Swope  Direct/4Kx4K  None
OBS:      59994.189  r  548658.884  2520.695  13.152  0.005  None  Swope  Direct/4Kx4K  None
OBS:      59994.190  i  260098.840  1358.217  13.963  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59994.191  g  609997.104  3491.898  13.036  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59994.191  u  407678.253  2834.125  13.475  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59994.194  V  589416.089  3201.068  13.074  0.006  None  Swope  Direct/4Kx4K  None
OBS:      59994.195  B  553256.175  3507.048  13.143  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59995.153  r  543428.588  5666.766  13.162  0.011  None  Swope  Direct/4Kx4K  None
OBS:      59995.155  i  2497.788  2497.788  19.006  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      59995.156  g  604556.543  4465.332  13.047  0.008  None  Swope  Direct/4Kx4K  None
OBS:      59995.156  u  385483.335  2601.196  13.535  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59995.159  V  577569.989  4003.438  13.096  0.007  None  Swope  Direct/4Kx4K  None
OBS:      59995.160  B  546334.007  3441.451  13.156  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60005.238  r  338115.905  2095.500  13.678  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60005.242  i  133685.705  938.147  14.685  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60005.243  g  382769.519  2588.131  13.543  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60005.244  u  194222.043  1718.511  14.279  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60005.246  V  401431.047  2601.902  13.491  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60005.247  B  322370.387  2393.732  13.730  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60006.169  V  393382.753  2984.890  13.513  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60006.172  B  300383.783  2084.653  13.806  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60006.173  u  175682.720  1963.380  14.388  0.012  None  Swope  Direct/4Kx4K  None
OBS:      60006.174  g  371582.679  2046.862  13.574  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60006.175  r  314251.727  1503.903  13.757  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60006.176  i  126748.505  780.816  14.742  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60008.148  r  276111.244  1911.366  13.897  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60008.152  i  109798.951  591.032  14.898  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60008.153  g  319584.403  1677.486  13.739  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60008.154  u  138344.687  1485.382  14.647  0.012  None  Swope  Direct/4Kx4K  None
OBS:      60008.156  V  342400.412  1933.874  13.664  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60008.157  B  258799.832  1702.547  13.968  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60009.182  V  327397.013  2039.871  13.712  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60009.183  B  236572.859  1882.647  14.065  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60009.184  u  127183.280  1900.418  14.739  0.016  None  Swope  Direct/4Kx4K  None
OBS:      60009.186  g  294463.680  1793.002  13.827  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60009.187  r  264057.931  1486.522  13.945  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60009.188  i  108155.693  777.384  14.915  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60010.169  V  312914.972  1841.695  13.762  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60010.171  B  218872.688  1501.793  14.150  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60010.173  r  255008.473  1240.135  13.984  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60010.174  i  108329.539  584.214  14.913  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60010.175  g  280410.041  1588.272  13.880  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60010.177  u  113672.428  1407.385  14.861  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60011.169  V  295112.449  2436.541  13.825  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60011.171  B  199617.815  1469.335  14.249  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60011.172  u  100257.644  1312.089  14.997  0.014  None  Swope  Direct/4Kx4K  None
OBS:      60011.174  g  259664.070  1441.857  13.964  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60011.175  r  252537.084  1322.378  13.994  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60011.176  i  108105.275  581.843  14.915  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60012.209  r  250091.717  1711.731  14.005  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60012.213  i  110508.773  580.614  14.891  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60012.214  g  241736.681  1249.294  14.041  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60012.215  u  91799.790  1125.267  15.092  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60012.217  V  288809.985  1589.846  13.849  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60012.218  B  180543.769  1239.645  14.359  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60013.170  r  244921.584  1054.623  14.028  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60013.171  i  113549.949  581.937  14.863  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60013.172  g  230275.202  1262.491  14.095  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60013.174  u  81873.307  1008.563  15.217  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60013.177  B  163007.512  1135.244  14.469  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60015.208  r  236812.951  1583.936  14.064  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60015.217  i  120633.895  707.740  14.796  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60015.218  g  198311.789  1090.407  14.256  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60015.219  u  68908.373  991.958  15.405  0.016  None  Swope  Direct/4Kx4K  None
OBS:      60015.221  B  138206.172  1012.936  14.648  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60015.222  V  252515.273  1359.196  13.994  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60017.189  r  243750.922  1625.301  14.033  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60017.192  i  1355.360  1355.360  19.670  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60017.192  g  175050.510  910.066  14.392  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60017.193  u  57474.525  761.751  15.602  0.014  None  Swope  Direct/4Kx4K  None
OBS:      60017.195  V  242359.486  1251.124  14.039  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60017.196  B  118026.558  813.630  14.820  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60018.216  V  232324.211  1068.148  14.084  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60018.217  B  108306.888  668.196  14.914  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60018.219  u  53266.775  693.369  15.684  0.014  None  Swope  Direct/4Kx4K  None
OBS:      60018.220  g  163540.140  769.741  14.466  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60018.222  r  238466.805  985.737  14.056  0.004  None  Swope  Direct/4Kx4K  None
OBS:      60018.223  i  131988.348  594.445  14.698  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60019.204  V  224137.114  1074.337  14.124  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60019.205  B  101634.918  672.361  14.982  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60019.207  u  48152.635  611.588  15.794  0.014  None  Swope  Direct/4Kx4K  None
OBS:      60019.209  g  152623.270  661.639  14.541  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60019.210  r  236477.306  1208.825  14.065  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60019.211  i  1203.433  1203.433  19.799  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60020.184  V  214391.645  1061.118  14.172  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60020.185  B  93377.151  625.245  15.074  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60020.186  u  43173.400  594.723  15.912  0.015  None  Swope  Direct/4Kx4K  None
OBS:      60020.188  g  143520.181  713.638  14.607  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60020.189  r  231799.892  942.541  14.087  0.004  None  Swope  Direct/4Kx4K  None
OBS:      60020.190  i  137764.942  607.323  14.652  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60021.182  r  230650.270  940.898  14.093  0.004  None  Swope  Direct/4Kx4K  None
OBS:      60021.183  i  139970.219  632.737  14.635  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60021.184  g  133455.461  662.060  14.687  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60021.185  u  41377.985  566.372  15.958  0.015  None  Swope  Direct/4Kx4K  None
OBS:      60021.187  V  205426.579  1027.287  14.218  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60021.188  B  87079.317  531.462  15.150  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60022.172  r  225087.146  1628.232  14.119  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60022.175  i  139061.304  698.243  14.642  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60022.176  g  125705.658  615.753  14.752  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60022.177  u  36673.406  561.978  16.089  0.017  None  Swope  Direct/4Kx4K  None
OBS:      60023.164  r  218342.431  1442.557  14.152  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60023.167  i  143852.068  630.345  14.605  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60023.168  g  119088.681  584.881  14.811  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60023.169  u  34698.327  471.794  16.150  0.015  None  Swope  Direct/4Kx4K  None
OBS:      60023.171  V  185885.712  881.643  14.327  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60023.172  B  76518.226  458.178  15.290  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60024.200  r  211985.577  857.451  14.184  0.004  None  Swope  Direct/4Kx4K  None
OBS:      60024.201  i  144562.024  746.728  14.600  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60024.202  g  109836.482  533.269  14.898  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60024.204  u  33059.117  505.903  16.202  0.017  None  Swope  Direct/4Kx4K  None
OBS:      60024.206  V  176908.010  849.690  14.381  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60024.207  B  70557.741  465.932  15.379  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60026.075  r  202343.514  1448.667  14.235  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60026.078  i  141413.702  618.247  14.624  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60026.079  g  97142.075  461.320  15.031  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60026.081  u  28999.518  460.715  16.344  0.017  None  Swope  Direct/4Kx4K  None
OBS:      60026.083  V  158995.670  770.017  14.497  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60026.084  B  62872.872  416.681  15.504  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60028.101  V  141909.371  680.629  14.620  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60028.103  B  55809.060  374.476  15.633  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60028.104  u  26339.519  428.375  16.449  0.018  None  Swope  Direct/4Kx4K  None
OBS:      60028.106  g  84717.654  407.601  15.181  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60028.108  r  176777.942  675.921  14.382  0.004  None  Swope  Direct/4Kx4K  None
OBS:      60028.109  i  132658.218  600.167  14.693  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60030.132  V  128481.324  1274.264  14.728  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60030.135  B  50875.589  410.247  15.734  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60030.136  u  23620.195  436.054  16.567  0.020  None  Swope  Direct/4Kx4K  None
OBS:      60030.138  g  76366.203  369.092  15.293  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60030.139  r  159313.339  711.731  14.495  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60030.140  i  125056.705  546.825  14.758  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60032.096  V  112744.225  635.756  14.870  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60032.097  B  46065.196  377.217  15.841  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60032.099  u  21088.335  408.940  16.689  0.021  None  Swope  Direct/4Kx4K  None
OBS:      60032.101  g  68176.044  386.201  15.416  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60032.102  r  142359.257  651.660  14.617  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60032.103  i  108371.143  558.109  14.912  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60034.076  r  123005.395  1088.431  14.775  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60034.079  i  94941.412  556.952  15.057  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60034.080  g  62971.335  420.305  15.502  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60034.081  u  19684.810  432.909  16.765  0.024  None  Swope  Direct/4Kx4K  None
OBS:      60034.083  V  101870.261  654.526  14.980  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60034.084  B  42801.644  363.876  15.922  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60036.102  r  117659.961  498.916  14.823  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60036.104  i  86037.945  504.624  15.163  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60036.106  g  60190.312  352.683  15.551  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60036.107  u  19345.636  511.829  16.784  0.029  None  Swope  Direct/4Kx4K  None
OBS:      60036.109  V  94979.111  550.495  15.056  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60036.110  B  41157.634  344.884  15.964  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60040.088  r  100772.950  1044.754  14.992  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60040.091  i  956.881  956.881  20.048  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60040.092  g  53296.914  326.182  15.683  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60040.094  u  17957.103  385.741  16.864  0.023  None  Swope  Direct/4Kx4K  None
OBS:      60040.096  V  82553.430  541.033  15.209  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60040.097  B  39413.519  311.538  16.011  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60043.166  r  88514.268  920.621  15.132  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60043.169  i  61125.309  403.549  15.534  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60043.171  g  49985.567  294.466  15.753  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60043.173  u  18410.832  491.491  16.837  0.029  None  Swope  Direct/4Kx4K  None
OBS:      60043.176  V  76150.436  436.725  15.296  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60043.177  B  36305.726  306.568  16.100  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60046.151  V  71204.503  382.710  15.368  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60046.153  B  35395.698  255.373  16.127  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60046.155  r  83081.736  362.336  15.201  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60046.157  i  56316.925  354.261  15.623  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60046.158  g  48913.802  271.650  15.777  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60046.159  u  17626.704  383.992  16.885  0.024  None  Swope  Direct/4Kx4K  None
OBS:      60048.132  V  66912.643  889.410  15.436  0.014  None  Swope  Direct/4Kx4K  None
OBS:      60048.135  B  33373.547  211.598  16.192  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60048.137  u  16165.500  380.124  16.979  0.025  None  Swope  Direct/4Kx4K  None
OBS:      60048.139  g  46593.050  246.735  15.829  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60048.140  r  76016.215  325.708  15.297  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60048.142  i  50661.260  326.653  15.738  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60050.147  r  72345.784  317.478  15.351  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60050.149  i  48194.721  273.396  15.793  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60050.150  g  44886.969  239.608  15.869  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60050.152  u  15456.978  392.707  17.027  0.028  None  Swope  Direct/4Kx4K  None
OBS:      60050.154  V  62323.044  330.116  15.513  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60050.155  B  32605.619  232.733  16.216  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60052.126  V  59992.555  314.414  15.555  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60052.128  B  31396.468  222.591  16.258  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60052.130  u  15022.464  286.630  17.058  0.021  None  Swope  Direct/4Kx4K  None
OBS:      60052.132  g  43290.490  231.693  15.909  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60052.134  r  67905.009  294.795  15.421  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60052.136  i  43813.659  285.091  15.896  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60053.091  r  65069.569  381.678  15.467  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60053.092  i  42099.615  308.140  15.940  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60053.093  g  42972.140  259.892  15.917  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60053.094  u  14629.489  223.771  17.087  0.017  None  Swope  Direct/4Kx4K  None
OBS:      60053.098  V  58204.086  398.579  15.588  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60053.099  B  32018.517  306.556  16.237  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60054.020  r  63888.373  324.453  15.487  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60054.021  i  40767.499  297.470  15.975  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60054.022  g  42010.120  252.699  15.941  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60054.023  u  13985.471  142.908  17.136  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60054.028  V  56476.651  383.821  15.620  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60054.029  B  31429.079  274.894  16.257  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60056.081  r  59178.591  353.493  15.570  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60056.082  i  37859.552  310.512  16.055  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60056.083  g  40443.156  251.008  15.983  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60056.084  u  13362.499  171.043  17.185  0.014  None  Swope  Direct/4Kx4K  None
OBS:      60056.089  V  53570.206  374.175  15.677  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60056.090  B  30190.826  295.151  16.300  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60057.022  r  58806.005  386.938  15.577  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60057.023  i  38631.387  280.397  16.032  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60057.024  g  41387.696  250.210  15.958  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60057.025  u  13485.997  148.448  17.175  0.012  None  Swope  Direct/4Kx4K  None
OBS:      60057.030  V  55368.303  379.160  15.642  0.007  None  Swope  Direct/4Kx4K  None
